Course,Form,Language,School,Data Type,2010,2011,2012,2013,2014
English Language Arts 3,1,English,3406,% Excellence,23.1,7.1,4.3,13,null
English Language Arts 3,1,English,3406,Mark,68.8,59.1,57,66.9,null
Mathematics 3,1,All,3406,% Acceptable,84.6,64.3,60.9,82.6,null
Mathematics 3,1,All,3406,% Excellence,15.4,14.3,13,17.4,null
Mathematics 3,1,All,3406,Mark,67.5,62.1,57.6,68.7,null
English Language Arts 6,1,English,3406,% Acceptable,85,84,76.2,91.7,100
English Language Arts 6,1,English,3406,% Excellence,20,16,9.5,4.2,23.5
English Language Arts 6,1,English,3406,Mark,64.8,61.8,62,65.3,68.8
Mathematics 6,1,All,3406,% Acceptable,70,72,90.5,87.5,94.1
Mathematics 6,1,All,3406,% Excellence,5,12,19,29.2,17.6
Mathematics 6,1,All,3406,Mark,65.4,59.6,65.6,62.5,61.4
Science 6,1,All,3406,% Acceptable,60,80,100,91.7,100
Science 6,1,All,3406,% Excellence,5,28,33.3,50,52.9
Science 6,1,All,3406,Mark,52.6,67.9,75,70.9,76
Social Studies 6,1,All,3406,% Acceptable,65,76,90.5,91.7,94.1
Social Studies 6,1,All,3406,% Excellence,10,16,4.8,20.8,11.8
Social Studies 6,1,All,3406,Mark,61.2,65.3,63.8,67.5,68.4
English Language Arts 3,1,English,3409,% Acceptable,66.7,100,100,100,null
English Language Arts 3,1,English,3409,% Excellence,6.7,20,14.3,14.3,null
English Language Arts 3,1,English,3409,Mark,58,71.3,67.1,66.3,null
Mathematics 3,1,All,3409,% Acceptable,73.3,93.3,92.9,71.4,null
Mathematics 3,1,All,3409,% Excellence,0,40,21.4,14.3,null
Mathematics 3,1,All,3409,Mark,59.7,76.5,70.7,65.2,null
English Language Arts 6,1,English,3409,% Acceptable,63.6,100,76.2,66.7,100
English Language Arts 6,1,English,3409,% Excellence,18.2,10,19,8.3,0
English Language Arts 6,1,English,3409,Mark,58.7,62.6,60.3,57.7,64.1
Mathematics 6,1,All,3409,% Acceptable,54.5,60,63.2,50,90.9
Mathematics 6,1,All,3409,% Excellence,0,20,10.5,0,18.2
Mathematics 6,1,All,3409,Mark,53.5,55.2,50.6,39.8,64.2
Science 6,1,All,3409,% Acceptable,54.5,80,61.9,75,100
Science 6,1,All,3409,% Excellence,18.2,0,0,16.7,54.5
Science 6,1,All,3409,Mark,52.5,63.8,56.3,54.8,76.2
Social Studies 6,1,All,3409,% Acceptable,36.4,90,52.4,50,90.9
Social Studies 6,1,All,3409,% Excellence,9.1,0,9.5,0,27.3
Social Studies 6,1,All,3409,Mark,49.7,63.6,52.7,50.3,73.1
English Lang Arts 9 KAE,1,English,3610,Mark,null,null,null,null,51
English Language Arts 9,1,English,3610,% Acceptable,94.5,75,90.8,92.3,93.8
English Language Arts 9,1,English,3610,% Excellence,20,13.2,15.8,9.2,13.8
English Language Arts 9,1,English,3610,Mark,68.4,62.1,67.9,64.9,66.2
Mathematics 9,1,All,3610,% Acceptable,70,58.7,77.9,75.4,70.8
Mathematics 9,1,All,3610,% Excellence,13.3,14.7,19.5,12.3,13.8
Mathematics 9,1,All,3610,Mark,55.3,59,58.8,58.8,57.1
Mathematics 9 KAE,1,All,3610,% Acceptable,null,null,null,null,100
Mathematics 9 KAE,1,All,3610,Mark,null,null,null,null,62
Science 9,1,All,3610,% Acceptable,86.4,76,89.6,90.6,87.9
Science 9,1,All,3610,% Excellence,20.3,21.3,29.9,9.4,21.2
Science 9,1,All,3610,Mark,67.8,65.2,67.8,64.7,66.3
Science 9 KAE,1,All,3610,% Acceptable,null,null,null,null,100
Science 9 KAE,1,All,3610,Mark,null,null,null,null,70
Social Studies 9,1,All,3610,% Acceptable,78.3,66.2,83.1,80,73.8
Social Studies 9,1,All,3610,% Excellence,16.7,20.3,28.6,18.5,23.1
Social Studies 9,1,All,3610,Mark,68.8,60.4,69.6,68.8,65.6
Social Studies 9 KAE,1,All,3610,Mark,null,null,null,null,54
Biology 30,,All,3610,% Acceptable,97.4,92.3,97.4,86.7,93.2
Biology 30,,All,3610,% Excellence,36.8,28.2,26.3,26.7,18.2
Biology 30,,All,3610,Course Mark,73.7,72.8,75.4,69.5,68.9
Biology 30,,All,3610,Exam Mark,67.7,68.2,68.3,64.4,65.2
Chemistry 30,,All,3610,% Acceptable,100,94.1,72.7,76,100
Chemistry 30,,All,3610,% Excellence,30.4,35.3,13.6,24,26.9
Chemistry 30,,All,3610,Course Mark,77.3,72.8,69.1,66.2,73.5
Chemistry 30,,All,3610,Exam Mark,64.6,66.5,54.4,59.4,68
English Lang Arts 30-1,,All,3610,% Acceptable,100,100,100,100,100
English Lang Arts 30-1,,All,3610,% Excellence,17.1,22.9,18.5,21.2,17.9
English Lang Arts 30-1,,All,3610,Course Mark,75,76,74,77.5,74.2
English Lang Arts 30-1,,All,3610,Exam Mark,64.7,66.8,66.7,68.5,66.8
English Lang Arts 30-2,,All,3610,% Acceptable,100,100,100,100,100
English Lang Arts 30-2,,All,3610,% Excellence,6.7,4.3,17.4,13,21.2
English Lang Arts 30-2,,All,3610,Course Mark,65.9,66.7,66.5,63,66.7
English Lang Arts 30-2,,All,3610,Exam Mark,71.9,71.9,71.9,70.5,72.5
Mathematics 30-1,,All,3610,% Acceptable,null,null,null,82.8,83.9
Mathematics 30-1,,All,3610,% Excellence,null,null,null,13.8,19.4
Mathematics 30-1,,All,3610,Course Mark,null,null,null,68.5,68.6
Mathematics 30-1,,All,3610,Exam Mark,null,null,null,57.8,54.5
Mathematics 30-2,,All,3610,% Acceptable,null,null,null,91.7,80
Mathematics 30-2,,All,3610,% Excellence,null,null,null,25,20
Mathematics 30-2,,All,3610,Course Mark,null,null,null,72.2,69.1
Mathematics 30-2,,All,3610,Exam Mark,null,null,null,61.8,60.5
Physics 30,,All,3610,% Acceptable,100,92.6,84.6,100,88.9
Physics 30,,All,3610,% Excellence,37.5,29.6,23.1,80,27.8
Physics 30,,All,3610,Course Mark,79.8,75.2,69.5,87,67.1
Physics 30,,All,3610,Exam Mark,64.8,63.8,63.1,87.2,64.7
Social Studies 30-1,,All,3610,% Acceptable,100,100,100,100,100
Social Studies 30-1,,All,3610,% Excellence,15.2,25,19.2,18.5,17.9
Social Studies 30-1,,All,3610,Course Mark,71.2,73.6,73.1,73,70.8
Social Studies 30-1,,All,3610,Exam Mark,68,67.7,67,68,62.5
Social Studies 30-2,,All,3610,% Acceptable,100,100,100,100,97.1
Social Studies 30-2,,All,3610,% Excellence,5.6,15,16.7,0,22.9
Social Studies 30-2,,All,3610,Course Mark,58.4,69.1,64.4,62,65.4
Social Studies 30-2,,All,3610,Exam Mark,67.8,69.7,74.1,68,73.7
English Language Arts 3,1,English,3611,% Acceptable,87.8,90,86,85.2,null
English Language Arts 3,1,English,3611,% Excellence,7.3,10,25.6,22.2,null
English Language Arts 3,1,English,3611,Mark,62.2,67.7,66.9,65.3,null
Mathematics 3,1,All,3611,% Acceptable,90.2,82.5,83.7,74.1,null
Mathematics 3,1,All,3611,% Excellence,17.1,17.5,27.9,18.5,null
Mathematics 3,1,All,3611,Mark,68.4,70.4,66.8,65.9,null
English Language Arts 6,1,English,3611,% Acceptable,82.6,92.3,87.8,77.5,70.7
English Language Arts 6,1,English,3611,% Excellence,10.9,17.9,12.2,10,7.3
English Language Arts 6,1,English,3611,Mark,63.7,64.8,62.2,61.9,58.3
Mathematics 6,1,All,3611,% Acceptable,69.6,85,75.6,70,52.4
Mathematics 6,1,All,3611,% Excellence,10.9,12.5,7.3,5,2.4
Mathematics 6,1,All,3611,Mark,61.6,61.9,55.6,51.9,41.3
Science 6,1,All,3611,% Acceptable,87,92.5,85.4,80,68.3
Science 6,1,All,3611,% Excellence,21.7,30,19.5,22.5,7.3
Science 6,1,All,3611,Mark,63.3,69.8,65.4,61.7,52.5
Social Studies 6,1,All,3611,% Acceptable,80.4,72.5,78,71.8,58.5
Social Studies 6,1,All,3611,% Excellence,10.9,20,17.1,12.8,2.4
Social Studies 6,1,All,3611,Mark,65,66,64.2,59.5,51.6
English Language Arts 3,1,English,3615,% Acceptable,66.7,null,50,null,null
English Language Arts 3,1,English,3615,Mark,53.7,null,47.5,null,null
Mathematics 3,1,All,3615,% Acceptable,100,null,50,null,null
Mathematics 3,1,All,3615,Mark,83,null,43.8,null,null
English Language Arts 6,1,English,3615,% Acceptable,100,50,50,66.7,null
English Language Arts 6,1,English,3615,Mark,66,53.3,43,48.7,null
Mathematics 6,1,All,3615,% Acceptable,100,0,50,0,null
Mathematics 6,1,All,3615,Mark,71.3,37.5,36,28.7,null
Science 6,1,All,3615,% Acceptable,100,0,50,0,null
Science 6,1,All,3615,Mark,70,32.5,41,40.7,null
Social Studies 6,1,All,3615,% Acceptable,100,0,0,66.7,null
Social Studies 6,1,All,3615,Mark,64.4,44,23,46.7,null
English Language Arts 6,1,English,EIPS,Acceptable,94.5,96.9,96.7,94.7,96.1
English Language Arts 6,1,English,EIPS,Excellence,22.8,24.6,22.9,21.9,25.6
English Language Arts 6,1,English,EIPS,Mark,68.5,68.5,69.7,69.1,70.4
French Language Arts 6,1,French,EIPS,Acceptable,89.7,97.2,90.4,87.5,86.3
French Language Arts 6,1,French,EIPS,Excellence,8.8,25.4,14.5,13.8,12.7
French Language Arts 6,1,French,EIPS,Mark,65.1,73.9,67.8,66,66
Mathematics 6,1,All,EIPS,Acceptable,87.1,89.2,91.1,85.7,87.9
Mathematics 6,1,English,EIPS,Acceptable,87.7,89.4,91.8,86.7,88.9
Mathematics 6,1,All,EIPS,Excellence,22.4,27.7,25.3,24.3,19.9
Mathematics 6,1,English,EIPS,Excellence,23.5,28.2,26.1,25.3,20.8
Mathematics 6,2,All,EIPS,Mark,72.6,null,null,null,null
Mathematics 6,1,All,EIPS,Mark,72.4,69.4,66.8,60.8,60.9
Mathematics 6,1,English,EIPS,Mark,72.8,69.6,67.4,61.4,61.5
Mathematics 6 (Fr),1,French,EIPS,Acceptable,79.4,85.9,82.1,73.8,78.6
Mathematics 6 (Fr),1,French,EIPS,Excellence,7.4,21.1,15.5,11.3,10.7
Mathematics 6 (Fr),1,French,EIPS,Mark,66.9,66.3,59.5,53.3,54
Science 6,1,All,EIPS,Acceptable,89.9,92.5,93.3,90.7,92.3
Science 6,1,English,EIPS,Acceptable,91.3,92.6,94.3,91.6,93.5
Science 6,1,All,EIPS,Excellence,37.7,39.7,42.9,36.3,37.4
Science 6,1,English,EIPS,Excellence,39.4,40.9,44.4,38.4,39.6
Science 6,1,All,EIPS,Mark,69.8,74.2,75.4,70.4,70.8
Science 6,1,English,EIPS,Mark,70.5,74.4,76,71.3,71.9
Science 6 (Fr),1,French,EIPS,Acceptable,69.1,90.1,82.1,78.8,80.4
Science 6 (Fr),1,French,EIPS,Excellence,13.2,22.5,25,10,15.7
Science 6 (Fr),1,French,EIPS,Mark,58.5,70.5,66.8,58.7,60.7
Social Studies (Fr) 6,1,French,EIPS,Acceptable,63.2,84.5,76.2,75.6,67.6
Social Studies (Fr) 6,1,French,EIPS,Excellence,7.4,16.9,10.7,6.4,3.9
Social Studies (Fr) 6,1,French,EIPS,Mark,58.7,69.4,59.5,58.3,55.3
Social Studies 6,1,All,EIPS,Acceptable,82.6,86.5,87.8,88.5,85.3
Social Studies 6,1,English,EIPS,Acceptable,83.9,86.6,88.7,89.5,87.1
Social Studies 6,1,All,EIPS,Excellence,22.7,28.1,26.2,25.3,24.1
Social Studies 6,1,English,EIPS,Excellence,23.7,28.8,27.5,26.7,26.1
Social Studies 6,1,All,EIPS,Mark,70.3,73.1,68.8,68.1,68.8
Social Studies 6,1,English,EIPS,Mark,71.1,73.4,69.6,68.9,70.2
English Lang Arts 9 KAE,1,English,EIPS,Acceptable,94.4,93.1,88.9,78.3,80.8
English Lang Arts 9 KAE,1,English,EIPS,Excellence,11.1,6.9,14.8,8.7,3.8
English Lang Arts 9 KAE,1,English,EIPS,Mark,69.3,68.7,70.8,62,66.8
English Language Arts 9,1,English,EIPS,Acceptable,93.5,92.1,92.1,90.6,91.7
English Language Arts 9,1,English,EIPS,Excellence,21.9,20.9,21.3,19.4,20.9
English Language Arts 9,1,English,EIPS,Mark,68.6,68.9,69.1,67.7,68.7
French Language Arts 9,1,French,EIPS,Acceptable,94.6,89.8,94.4,85.7,89.8
French Language Arts 9,1,French,EIPS,Excellence,10.7,6.1,0,12.2,8.2
French Language Arts 9,1,French,EIPS,Mark,70.4,67.2,68.3,68.8,69.1
Mathematics 9,1,English,EIPS,Acceptable,81,75.9,80.2,77.1,80.6
Mathematics 9,1,All,EIPS,Acceptable,81.5,76,80,77.3,81
Mathematics 9,1,English,EIPS,Excellence,24.4,21,24.2,21.5,22.7
Mathematics 9,1,All,EIPS,Excellence,24.3,20.9,24,21.6,23
Mathematics 9,2,All,EIPS,Mark,60.2,null,null,null,null
Mathematics 9,1,English,EIPS,Mark,64.4,67.8,60.8,61.7,62.7
Mathematics 9,1,All,EIPS,Mark,64.6,67.9,60.8,61.7,63
Mathematics 9 (Fr),1,French,EIPS,Acceptable,88.7,79.6,75.7,81.6,89.8
Mathematics 9 (Fr),1,French,EIPS,Excellence,22.6,18.4,18.9,24.5,28.6
Mathematics 9 (Fr),1,French,EIPS,Mark,68.1,69.8,61.6,63.2,68.8
Mathematics 9 KAE,1,All,EIPS,Acceptable,86.8,86.7,87.9,78.4,91.2
Mathematics 9 KAE,1,All,EIPS,Excellence,22.6,20,27.3,13.5,29.4
Mathematics 9 KAE,1,All,EIPS,Mark,71.1,69.2,70.7,66,69.4
Science 9,1,All,EIPS,Acceptable,87.8,85.1,87.8,87.5,86.7
Science 9,1,English,EIPS,Acceptable,87.9,85.2,88,87.3,86.6
Science 9,1,English,EIPS,Excellence,23.6,23,25.7,27.3,30.9
Science 9,1,All,EIPS,Excellence,23.4,22.9,25.7,27.6,31.3
Science 9,1,All,EIPS,Mark,69.8,67.2,66.3,68.1,69.7
Science 9,1,English,EIPS,Mark,69.8,67.2,66.4,68.1,69.7
Science 9 (Fr),1,French,EIPS,Acceptable,85.7,83.7,83.3,93.9,89.6
Science 9 (Fr),1,French,EIPS,Excellence,17.9,20.4,25,34.7,39.6
Science 9 (Fr),1,French,EIPS,Mark,68.4,67,65.5,68.6,69.2
Science 9 KAE,1,All,EIPS,Acceptable,85.7,88,92.6,86.4,91.3
Science 9 KAE,1,All,EIPS,Excellence,22.9,16,29.6,22.7,34.8
Science 9 KAE,1,All,EIPS,Mark,69.6,70.8,72.7,67.7,73
Social Studies (Fr) 9,1,French,EIPS,Acceptable,81.8,76.6,78.9,83.3,77.6
Social Studies (Fr) 9,1,French,EIPS,Excellence,9.1,4.3,10.5,8.3,14.3
Social Studies (Fr) 9,1,French,EIPS,Mark,65.6,59.6,62.6,65.7,64.5
Social Studies 9,1,All,EIPS,Acceptable,84.2,80.9,82.8,76.5,78.8
Social Studies 9,1,English,EIPS,Acceptable,84.3,81,82.9,76.2,78.9
Social Studies 9,1,All,EIPS,Excellence,25.9,25.9,25.9,23.7,26.9
Social Studies 9,1,English,EIPS,Excellence,26.7,26.8,26.5,24.4,27.5
Social Studies 9,1,All,EIPS,Mark,71.1,67.5,68.8,67.7,67.1
Social Studies 9,1,English,EIPS,Mark,71.4,67.8,69,67.8,67.2
Social Studies 9 KAE,1,All,EIPS,Acceptable,87.2,84.6,86.2,76.9,84
Social Studies 9 KAE,1,All,EIPS,Excellence,35.9,30.8,24.1,19.2,16
Social Studies 9 KAE,1,All,EIPS,Mark,72.5,72.6,73.1,66.4,71.8
Biology 30,,All,EIPS,% Acceptable,92.8,95.6,94.8,94.6,93.2
Biology 30,,All,EIPS,% Excellence,26.7,29.6,27.5,33.8,32.2
Biology 30,,All,EIPS,Course Mark,72.1,74.2,72.1,73.3,72.8
Biology 30,,All,EIPS,Exam Mark,65.9,68,66.9,68.4,68.6
Chemistry 30,,All,EIPS,% Acceptable,89.6,84.5,87.6,88.3,90.7
Chemistry 30,,All,EIPS,% Excellence,26.7,24.3,25.2,27.8,30.4
Chemistry 30,,All,EIPS,Course Mark,71.6,69.9,71.3,71.3,72
Chemistry 30,,All,EIPS,Exam Mark,64.7,61.4,63.3,64.9,66
English Lang Arts 30-1,,All,EIPS,% Acceptable,98.3,98.1,98.1,98.9,98.5
English Lang Arts 30-1,,All,EIPS,% Excellence,13.5,17,14.7,15.6,15.7
English Lang Arts 30-1,,All,EIPS,Course Mark,72.3,72.8,72.3,72.9,72.6
English Lang Arts 30-1,,All,EIPS,Exam Mark,62.4,63.4,63.6,64.5,65.4
English Lang Arts 30-2,,All,EIPS,% Acceptable,95.8,98.7,96.4,97.9,97.8
English Lang Arts 30-2,,All,EIPS,% Excellence,6.3,5.6,12,7.2,9.3
English Lang Arts 30-2,,All,EIPS,Course Mark,64.8,64.8,66.8,65.1,65.3
English Lang Arts 30-2,,All,EIPS,Exam Mark,63.8,66.8,67,66.8,68.9
French Lang Arts 30-1,,All,EIPS,% Acceptable,100,94.4,100,100,100
French Lang Arts 30-1,,All,EIPS,% Excellence,8.3,27.8,9.5,23.5,14.3
French Lang Arts 30-1,,All,EIPS,Course Mark,77.9,72.9,72.8,77.5,75.1
French Lang Arts 30-1,,All,EIPS,Exam Mark,62.5,66.1,68.1,70.8,68.9
Mathematics 30-1,,All,EIPS,% Acceptable,null,null,null,90.2,89.2
Mathematics 30-1,,All,EIPS,% Excellence,null,null,null,36.2,27.5
Mathematics 30-1,,All,EIPS,Course Mark,null,null,null,74.2,75.2
Mathematics 30-1,,All,EIPS,Exam Mark,null,null,null,67.7,62.4
Mathematics 30-2,,All,EIPS,% Acceptable,null,null,null,86.4,85
Mathematics 30-2,,All,EIPS,% Excellence,null,null,null,10.2,14.7
Mathematics 30-2,,All,EIPS,Course Mark,null,null,null,64.3,66.4
Mathematics 30-2,,All,EIPS,Exam Mark,null,null,null,59.4,60.2
Physics 30,,All,EIPS,% Acceptable,88.6,85.2,91.1,91.4,93.8
Physics 30,,All,EIPS,% Excellence,18.3,24.3,27.8,34.6,35.3
Physics 30,,All,EIPS,Course Mark,72.2,71.9,71.7,73.4,73.7
Physics 30,,All,EIPS,Exam Mark,58.1,59.4,65.2,68.2,69.1
Science 30,,All,EIPS,% Acceptable,93.8,91.6,90.2,92.1,94.7
Science 30,,All,EIPS,% Excellence,18.6,19.6,21.1,21.8,27.1
Science 30,,All,EIPS,Course Mark,67.8,67,68.3,66.4,68.5
Science 30,,All,EIPS,Exam Mark,65.1,65.2,64.7,67.8,68.8
Social Studies 30-1,,All,EIPS,% Acceptable,96.1,96.8,98.6,98,97.3
Social Studies 30-1,,All,EIPS,% Excellence,13.4,17.7,18.5,19.6,16.2
Social Studies 30-1,,All,EIPS,Course Mark,70.4,71.8,72.5,72.2,71.6
Social Studies 30-1,,All,EIPS,Exam Mark,63.5,63.6,64.6,64.9,64.6
Social Studies 30-2,,All,EIPS,% Acceptable,93.8,96.3,95.1,98.5,94.4
Social Studies 30-2,,All,EIPS,% Excellence,5.7,11,12.1,12.4,12.2
Social Studies 30-2,,All,EIPS,Course Mark,62.2,65.2,64.4,66.9,66.3
Social Studies 30-2,,All,EIPS,Exam Mark,63.7,66,65.1,65.1,65.6
English Language Arts 6,1,English,Prov,Acceptable,91.8,91.4,91,90.9,90.6
English Language Arts 6,1,English,Prov,Excellence,20.8,20.4,19.6,18,19.5
English Language Arts 6,1,English,Prov,Mark,66.6,65.3,66.3,66.7,67
French Language Arts 6,1,French,Prov,Acceptable,90.5,91.9,91.8,90.4,90.1
French Language Arts 6,1,French,Prov,Excellence,16.3,17.6,17.7,16.6,15.9
French Language Arts 6,1,French,Prov,Mark,66.7,69.5,68.4,67.8,69
Mathematics 6,1,English,Prov,Acceptable,83.7,80.7,81.9,79.8,80.7
Mathematics 6,1,All,Prov,Acceptable,84.2,81.2,82.2,80.4,81.1
Mathematics 6,1,English,Prov,Excellence,18.7,19.5,18.2,18,17
Mathematics 6,1,All,Prov,Excellence,18.8,19.6,18.3,18.1,17
Mathematics 6,2,All,Prov,Mark,64,null,null,null,null
Mathematics 6,1,English,Prov,Mark,69.6,63.8,61.1,56.2,56.9
Mathematics 6,1,All,Prov,Mark,69.8,64,61.2,56.4,57.1
Mathematics 6 (Fr),1,French,Prov,Acceptable,87.9,86.9,85.2,86.5,85.3
Mathematics 6 (Fr),1,French,Prov,Excellence,19.1,21.8,19.5,18.8,16.9
Mathematics 6 (Fr),1,French,Prov,Mark,71.3,66.9,62.8,58.4,58.6
Science 6,1,All,Prov,Acceptable,84.8,84.3,85.7,85.3,84.2
Science 6,1,English,Prov,Acceptable,85.2,84.3,85.8,85.4,84.2
Science 6,1,All,Prov,Excellence,29.2,27.7,31,28.5,27.6
Science 6,1,English,Prov,Excellence,30.1,28.1,31.5,29.1,28.3
Science 6,1,All,Prov,Mark,65.8,68.3,69.6,66,65.4
Science 6,1,English,Prov,Mark,66.1,68.3,69.7,66.2,65.7
Science 6 (Fr),1,French,Prov,Acceptable,80.7,84.6,84.6,83.9,84.1
Science 6 (Fr),1,French,Prov,Excellence,18.6,22.7,24.5,21.4,19.7
Science 6 (Fr),1,French,Prov,Mark,62.5,68.1,67.5,63.2,62
Social Studies (Fr) 6,1,French,Prov,Acceptable,73.5,74.8,77.6,80.2,75.1
Social Studies (Fr) 6,1,French,Prov,Excellence,12.2,13,10.5,15.4,11.1
Social Studies (Fr) 6,1,French,Prov,Mark,63.8,65.3,61.3,62.3,61.3
Social Studies 6,1,All,Prov,Acceptable,78.6,78.6,80.7,80.7,78.7
Social Studies 6,1,English,Prov,Acceptable,79,78.9,81,80.7,79
Social Studies 6,1,All,Prov,Excellence,18.2,20.5,21.5,21.1,18.6
Social Studies 6,1,English,Prov,Excellence,18.6,21.1,22.4,21.6,19.2
Social Studies 6,1,All,Prov,Mark,67.6,68.4,65.3,64.2,64.8
Social Studies 6,1,English,Prov,Mark,67.9,68.7,65.7,64.4,65.1
English Lang Arts 9 KAE,1,English,Prov,Acceptable,81.2,82.3,76.6,77.5,78.4
English Lang Arts 9 KAE,1,English,Prov,Excellence,9.4,9.7,7.2,5.4,4.4
English Lang Arts 9 KAE,1,English,Prov,Mark,63.5,64.7,61.6,62.4,63.5
English Language Arts 9,1,English,Prov,Acceptable,88.4,88.9,87.1,87.2,86.4
English Language Arts 9,1,English,Prov,Excellence,16.7,18.4,18.4,16.8,17
English Language Arts 9,1,English,Prov,Mark,65.7,67.3,67.1,65.8,66.5
French Language Arts 9,1,French,Prov,Acceptable,87.9,91.6,89.8,89.8,89.3
French Language Arts 9,1,French,Prov,Excellence,12.7,15.4,12.6,14.3,11.5
French Language Arts 9,1,French,Prov,Mark,68.7,70.6,69,69.6,69.2
Mathematics 9,1,English,Prov,Acceptable,75,73.2,73.2,74.6,74.4
Mathematics 9,1,All,Prov,Acceptable,76.5,73.9,74.1,75.3,75.2
Mathematics 9,1,English,Prov,Excellence,22.3,19.3,19.7,20.5,19.1
Mathematics 9,1,All,Prov,Excellence,22.8,19.4,19.9,20.6,19.4
Mathematics 9,2,English,Prov,Mark,57.6,null,null,null,null
Mathematics 9,2,All,Prov,Mark,57.7,null,null,null,null
Mathematics 9,1,English,Prov,Mark,61.6,66.6,57.4,60,59.5
Mathematics 9,1,All,Prov,Mark,62.5,66.9,57.7,60.2,59.9
Mathematics 9 (Fr),1,French,Prov,Acceptable,87.4,84.3,86,85.6,86.7
Mathematics 9 (Fr),1,French,Prov,Excellence,27.1,20.2,22.5,22.4,23.1
Mathematics 9 (Fr),1,French,Prov,Mark,68.9,71.4,62.8,63.6,65.2
Mathematics 9 KAE,1,English,Prov,Acceptable,75,74.2,71.6,74.9,73.6
Mathematics 9 KAE,1,All,Prov,Acceptable,75,74.3,71.7,74.8,73.5
Mathematics 9 KAE,1,English,Prov,Excellence,17.5,17,17.6,16.7,16.9
Mathematics 9 KAE,1,All,Prov,Excellence,17.5,17.1,17.6,16.7,16.8
Mathematics 9 KAE,1,English,Prov,Mark,64.3,64.9,63.3,64.1,62.8
Mathematics 9 KAE,1,All,Prov,Mark,64.4,65,63.3,64.1,62.8
Science 9,1,English,Prov,Acceptable,81.2,82.8,82,81.6,81.5
Science 9,1,All,Prov,Acceptable,81.5,83.2,82.3,81.7,81.8
Science 9,1,All,Prov,Excellence,19.6,23.1,24.9,22.4,24.7
Science 9,1,English,Prov,Excellence,19.8,23.2,24.9,22.4,24.7
Science 9,1,English,Prov,Mark,66.4,66.3,64.5,64.9,66.1
Science 9,1,All,Prov,Mark,66.5,66.4,64.6,64.8,66.1
Science 9 (Fr),1,French,Prov,Acceptable,85.6,87.8,87.3,84.2,84.8
Science 9 (Fr),1,French,Prov,Excellence,17.5,21.3,24.9,22.7,23.7
Science 9 (Fr),1,French,Prov,Mark,67.3,67.9,66.5,63.9,65.5
Science 9 KAE,1,All,Prov,Acceptable,77.4,79.8,79.3,78.7,74.8
Science 9 KAE,1,English,Prov,Acceptable,77.4,79.8,79.4,78.8,75.5
Science 9 KAE,1,All,Prov,Excellence,16.5,17.5,20.1,19.7,17.3
Science 9 KAE,1,English,Prov,Excellence,16.5,17.5,20.3,19.7,17.6
Science 9 KAE,1,English,Prov,Mark,64.3,65.7,66.2,65.4,63.8
Science 9 KAE,1,All,Prov,Mark,64.3,65.7,66.2,65.4,63.6
Social Studies (Fr) 9,1,French,Prov,Acceptable,84.4,80.3,83.4,79.1,77.6
Social Studies (Fr) 9,1,French,Prov,Excellence,18.6,14.3,12.3,14.3,15.1
Social Studies (Fr) 9,1,French,Prov,Mark,69.8,64.5,65.7,65.4,63.2
Social Studies 9,1,English,Prov,Acceptable,75.8,75.4,76.9,73.6,73.6
Social Studies 9,1,All,Prov,Acceptable,76.4,75.7,77.4,74,73.9
Social Studies 9,1,All,Prov,Excellence,20.8,21.4,21.4,21.2,22.4
Social Studies 9,1,English,Prov,Excellence,21,21.9,22.1,21.7,23
Social Studies 9,1,All,Prov,Mark,67.5,64.5,66,65.7,64.1
Social Studies 9,1,English,Prov,Mark,67.4,64.5,66.1,65.8,64.2
Social Studies 9 KAE,1,All,Prov,Acceptable,75.8,73.5,75.7,74.2,73.1
Social Studies 9 KAE,1,English,Prov,Acceptable,75.8,73.5,75.7,74.3,73.3
Social Studies 9 KAE,1,All,Prov,Excellence,18.4,16.1,16.4,15,12.6
Social Studies 9 KAE,1,English,Prov,Excellence,18.5,16.1,16.6,15.1,12.7
Social Studies 9 KAE,1,All,Prov,Mark,66,66.6,66.3,64.5,65.4
Social Studies 9 KAE,1,English,Prov,Mark,66.1,66.6,66.3,64.5,65.6
Biology 30,,All,Prov,ta % Acceptable,93,93.1,93.6,94.2,94.5
Biology 30,,All,Prov,ta % Excellence,31.6,32.9,32.8,35.7,36
Biology 30,,All,Prov,ta Course Mark,73.4,73.7,74.2,74.4,74.7
Biology 30,,All,Prov,ta Exam Mark,66.8,67.3,67,68.8,68.9
Chemistry 30,,All,Prov,ta % Acceptable,91,89.7,90.5,91.2,92.6
Chemistry 30,,All,Prov,ta % Excellence,33.4,31.2,32.2,33.6,37.5
Chemistry 30,,All,Prov,ta Course Mark,74,74,74.4,74,75.3
Chemistry 30,,All,Prov,ta Exam Mark,66.6,64.3,64.9,66.6,68.2
English Lang Arts 30-1,,All,Prov,ta % Acceptable,96.6,96.5,97.1,97,97
English Lang Arts 30-1,,All,Prov,ta % Excellence,15.3,15.4,16.1,15.6,16.8
English Lang Arts 30-1,,All,Prov,ta Course Mark,71.9,71.9,72.1,72.1,72.2
English Lang Arts 30-1,,All,Prov,ta Exam Mark,62.9,62.8,63.6,63.3,64.1
English Lang Arts 30-2,,All,Prov,ta % Acceptable,95.8,95.7,96.4,96.3,96.9
English Lang Arts 30-2,,All,Prov,ta % Excellence,6.2,6.2,7.3,7.6,9.2
